Author,Year,Title,Journal,Volume,Issue,StartPage,Affiliation,Keywords,NumCitations,Fraudulent,Field,Rank,hIndex_Total,hIndex_Year,Degree_Total,Degree_Year,,
"Cui, L.",2014,"What makes a group worth dying for? Identity fusion fosters perception of familial ties, promoting self-sacrifice.",Journal of Personality and Social Psychology,106,6,912,East China Normal University,"culture, identity fusion, self-sacrifice, groups",2,,Psychology,,1,1,16,16,,
"Finchilescu, G.",2014,"What makes a group worth dying for? Identity fusion fosters perception of familial ties, promoting self-sacrifice.",Journal of Personality and Social Psychology,106,6,912,University of the Witwatersrand,"culture, identity fusion, self-sacrifice, groups",2,,Psychology,,1,1,16,16,,
"Gomez, A.",2014,"What makes a group worth dying for? Identity fusion fosters perception of familial ties, promoting self-sacrifice.|Contemplating the ultimate sacrifice: Identity fusion channels pro-group affect, cognition, and moral decision making.",Journal of Personality and Social Psychology,106|106,6|5,912|713,Universidad Nacional de Educacion a Distancia|Universidad Nacional de Educacion a Distancia,"culture, identity fusion, self-sacrifice, groups|identity fusion, moral judgment, morality, self-sacrifice, social identity, cognition, decision making",2|2,,Psychology|Psychology,|,2,2,30,21,,
"Gonzalez, R.",2014,"What makes a group worth dying for? Identity fusion fosters perception of familial ties, promoting self-sacrifice.",Journal of Personality and Social Psychology,106,6,912,Pontificia Universidad Catolica de Chile,"culture, identity fusion, self-sacrifice, groups",2,,Psychology,,2,1,60,16,,
"Goto, N.",2014,"What makes a group worth dying for? Identity fusion fosters perception of familial ties, promoting self-sacrifice.",Journal of Personality and Social Psychology,106,6,912,Nagoya University,"culture, identity fusion, self-sacrifice, groups",2,,Psychology,,1,1,16,16,,
"Hornsey, M.",2014,"What makes a group worth dying for? Identity fusion fosters perception of familial ties, promoting self-sacrifice.",Journal of Personality and Social Psychology,106,6,912,University of Queensland,"culture, identity fusion, self-sacrifice, groups",2,,Psychology,,1,1,16,16,,
"Jetten, J.",2014,"What makes a group worth dying for? Identity fusion fosters perception of familial ties, promoting self-sacrifice.",Journal of Personality and Social Psychology,106,6,912,University of Queensland,"culture, identity fusion, self-sacrifice, groups",2,,Psychology,,3,1,27,16,,
"Sharma, S.",2014,"What makes a group worth dying for? Identity fusion fosters perception of familial ties, promoting self-sacrifice.",Journal of Personality and Social Psychology,106,6,912,Kurukshetra University,"culture, identity fusion, self-sacrifice, groups",2,,Education,,1,1,16,16,,
"Susianto, H.",2014,"What makes a group worth dying for? Identity fusion fosters perception of familial ties, promoting self-sacrifice.",Journal of Personality and Social Psychology,106,6,912,Universitas Indonesia,"culture, identity fusion, self-sacrifice, groups",2,,Psychology,,1,1,16,16,,
"Swann Jr., W.B.",2014,"What makes a group worth dying for? Identity fusion fosters perception of familial ties, promoting self-sacrifice.|Contemplating the ultimate sacrifice: Identity fusion channels pro-group affect, cognition, and moral decision making.",Journal of Personality and Social Psychology,106|106,6|5,912|713,University of Texas-Austin|University of Texas-Austin,"culture, identity fusion, self-sacrifice, groups|identity fusion, moral judgment, morality, self-sacrifice, social identity, cognition, decision making",2|2,,Psychology|Psychology,|,9,2,58,21,,
"Vazquez, A.",2014,"What makes a group worth dying for? Identity fusion fosters perception of familial ties, promoting self-sacrifice.|Contemplating the ultimate sacrifice: Identity fusion channels pro-group affect, cognition, and moral decision making.",Journal of Personality and Social Psychology,106|106,6|5,912|713,Universidad Nacional de Educacion a Distancia|Universidad Nacional de Educacion a Distancia,"culture, identity fusion, self-sacrifice, groups|identity fusion, moral judgment, morality, self-sacrifice, social identity, cognition, decision making",2|2,,Psychology|Psychology,|,2,2,29,21,,
"Zhang, A.",2014,"What makes a group worth dying for? Identity fusion fosters perception of familial ties, promoting self-sacrifice.",Journal of Personality and Social Psychology,106,6,912,University of Queensland,"culture, identity fusion, self-sacrifice, groups",2,,Psychology,,1,1,16,16,,
"Amodio, D.M.",2014,"Visualizing minimal ingroup and outgroup faces: Implications for impressions, attitudes, and behavior.",Journal of Personality and Social Psychology,106,6,897,New York University,"face processing, ingroup favoritism, mental representation, minimal group paradigm, reverse correlation, visual bias, impressions, attitudes, behavior",3,,Psychology,,5,1,28,4,,
"Dotsch, R.",2014,"Visualizing minimal ingroup and outgroup faces: Implications for impressions, attitudes, and behavior.",Journal of Personality and Social Psychology,106,6,897,Radboud University,"face processing, ingroup favoritism, mental representation, minimal group paradigm, reverse correlation, visual bias, impressions, attitudes, behavior",3,,Psychology,,2,1,7,4,,
"Knippenberg, A.",2014,"Visualizing minimal ingroup and outgroup faces: Implications for impressions, attitudes, and behavior.",Journal of Personality and Social Psychology,106,6,897,Radboud University,"face processing, ingroup favoritism, mental representation, minimal group paradigm, reverse correlation, visual bias, impressions, attitudes, behavior",3,,Psychology,,1,1,4,4,,
"Ratner, K.G.",2014,"Visualizing minimal ingroup and outgroup faces: Implications for impressions, attitudes, and behavior.",Journal of Personality and Social Psychology,106,6,897,Ohio State University,"face processing, ingroup favoritism, mental representation, minimal group paradigm, reverse correlation, visual bias, impressions, attitudes, behavior",3,,Psychology,,1,1,4,4,,
"Wigboldus, D.H.J.",2014,"Visualizing minimal ingroup and outgroup faces: Implications for impressions, attitudes, and behavior.",Journal of Personality and Social Psychology,106,6,897,Radboud University,"face processing, ingroup favoritism, mental representation, minimal group paradigm, reverse correlation, visual bias, impressions, attitudes, behavior",3,,Psychology,,7,1,25,4,,
"Maschmann, I.T.",2014,Oral approach-avoidance: Affective consequences of muscular articulation dynamics.,Journal of Personality and Social Psychology,106,6,885,University of Wurzburg,"approach-avoidance, articulation, embodiment, metaphors, phonation, muscular articulation dynamics, mouth movements",0,,Psychology,,0,0,3,3,,
"Pecher, D.",2014,Oral approach-avoidance: Affective consequences of muscular articulation dynamics.,Journal of Personality and Social Psychology,106,6,885,Erasmus University,"approach-avoidance, articulation, embodiment, metaphors, phonation, muscular articulation dynamics, mouth movements",0,,Psychology,,0,0,3,3,,
"Topolinski, S.",2014,Oral approach-avoidance: Affective consequences of muscular articulation dynamics.,Journal of Personality and Social Psychology,106,6,885,University of Cologne,"approach-avoidance, articulation, embodiment, metaphors, phonation, muscular articulation dynamics, mouth movements",0,,Psychology,,1,0,4,3,,
"Winkielman, P.",2014,Oral approach-avoidance: Affective consequences of muscular articulation dynamics.,Journal of Personality and Social Psychology,106,6,885,University of California,"approach-avoidance, articulation, embodiment, metaphors, phonation, muscular articulation dynamics, mouth movements",0,,Psychology,,2,0,7,3,,
"Dweck, C.S.",2014,"The far-reaching effects of believing people can change: Implicit theories of personality shape stress, health, and achievement during adolescence.",Journal of Personality and Social Psychology,106,6,867,Stanford University,"health, implicit theories, ostracism, psychological interventions, stress, personality, achievement, developmental transitions",1,,Psychology,,6,1,29,5,,
"Johnson, R.",2014,"The far-reaching effects of believing people can change: Implicit theories of personality shape stress, health, and achievement during adolescence.",Journal of Personality and Social Psychology,106,6,867,National Institute of Health,"health, implicit theories, ostracism, psychological interventions, stress, personality, achievement, developmental transitions",1,,Bioethics,,1,1,5,5,,
"Powers, J.",2014,"The far-reaching effects of believing people can change: Implicit theories of personality shape stress, health, and achievement during adolescence.",Journal of Personality and Social Psychology,106,6,867,Stanford University,"health, implicit theories, ostracism, psychological interventions, stress, personality, achievement, developmental transitions",1,,Education,,1,1,5,5,,
"Spitzer, B.J.",2014,"The far-reaching effects of believing people can change: Implicit theories of personality shape stress, health, and achievement during adolescence.",Journal of Personality and Social Psychology,106,6,867,New York University,"health, implicit theories, ostracism, psychological interventions, stress, personality, achievement, developmental transitions",1,,Psychology,,1,1,5,5,,
"Trzesniewski, K.H.",2014,"The far-reaching effects of believing people can change: Implicit theories of personality shape stress, health, and achievement during adolescence.|Continuity and change in self-esteem during emerging adulthood.",Journal of Personality and Social Psychology,106|106,6|3,867|469,University of California|University of California,"health, implicit theories, ostracism, psychological interventions, stress, personality, achievement, developmental transitions|college transition, emerging adulthood, self-esteem, self-perceived change",1|3,,Psychology|Psychology,|,3,1,17,10,,
